year_month,destination_region,origin_country,arriving_passengers
2010-04,UNKNOWN,GUIANA,72
2010-04,UNKNOWN,GUIANA FRANCESA,160
2010-04,UNKNOWN,MARTINICA,424
2010-04,UNKNOWN,PARAGUAI,10087
2010-04,UNKNOWN,REINO UNIDO,2588
2010-04,UNKNOWN,REPÚBLICA DOMINICANA,2
2010-04,UNKNOWN,SURINAME,58
2010-04,UNKNOWN,UNKNOWN,281
2010-04,UNKNOWN,VENEZUELA,12
2010-05,Central-West,ARGENTINA,263
2010-05,Central-West,ARUBA,100
2010-05,Central-West,BOLÍVIA,410
2010-05,Central-West,BRASIL,0
2010-05,Central-West,CURAÇAO,55
2010-05,Central-West,ESTADOS UNIDOS DA AMÉRICA,1912
2010-05,Central-West,PORTUGAL,5447
2010-05,North,ESTADOS UNIDOS DA AMÉRICA,5121
2010-05,North,GUIANA,126
2010-05,North,GUIANA FRANCESA,466
2010-05,North,PANAMÁ,744
2010-05,North,SURINAME,848
2010-05,Northeast,ALEMANHA,1096
2010-05,Northeast,ARGENTINA,780
2010-05,Northeast,CABO VERDE,403
2010-05,Northeast,ESTADOS UNIDOS DA AMÉRICA,3462
2010-05,Northeast,ITÁLIA,389
2010-05,Northeast,PORTUGAL,16617
2010-05,South,ARGENTINA,13417
2010-05,South,BRASIL,90
2010-05,South,PARAGUAI,744
2010-05,South,PERU,513
2010-05,South,URUGUAI,5663
2010-05,Southeast,ALEMANHA,21159
2010-05,Southeast,ANGOLA,3948
2010-05,Southeast,ARGENTINA,79886
2010-05,Southeast,BOLÍVIA,4369
2010-05,Southeast,BRASIL,246
2010-05,Southeast,CANADÁ,5216
2010-05,Southeast,CHILE,22295
2010-05,Southeast,CHINA,873
2010-05,Southeast,COLÔMBIA,7401
2010-05,Southeast,COREIA DO SUL,1124
2010-05,Southeast,EMIRADOS ÁRABES UNIDOS,7855
2010-05,Southeast,ESPANHA,24796
2010-05,Southeast,ESTADOS UNIDOS DA AMÉRICA,120636
2010-05,Southeast,FRANÇA,37834
2010-05,Southeast,HOLANDA,7329
2010-05,Southeast,ISRAEL,2583
2010-05,Southeast,ITÁLIA,14212
2010-05,Southeast,JAPÃO,1756
2010-05,Southeast,MÉXICO,8374
2010-05,Southeast,PANAMÁ,11205
2010-05,Southeast,PARAGUAI,5171
2010-05,Southeast,PERU,13503
2010-05,Southeast,PORTUGAL,28926
2010-05,Southeast,REINO UNIDO,13827
2010-05,Southeast,SUÍÇA,6157
2010-05,Southeast,TURQUIA,2743
2010-05,Southeast,URUGUAI,14908
2010-05,Southeast,VENEZUELA,4678
2010-05,Southeast,ÁFRICA DO SUL,6803
2010-05,UNKNOWN,ARGENTINA,10018
2010-05,UNKNOWN,ARUBA,39
2010-05,UNKNOWN,BOLÍVIA,429
2010-05,UNKNOWN,BRASIL,569976
2010-05,UNKNOWN,CHILE,1683
2010-05,UNKNOWN,CHINA,800
2010-05,UNKNOWN,COREIA DO SUL,663
2010-05,UNKNOWN,ESPANHA,2844
2010-05,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,960
2010-05,UNKNOWN,GUIANA,81
2010-05,UNKNOWN,PARAGUAI,7579
2010-05,UNKNOWN,PERU,1750
2010-05,UNKNOWN,REINO UNIDO,2864
2010-05,UNKNOWN,REPÚBLICA DOMINICANA,252
2010-05,UNKNOWN,SURINAME,96
2010-05,UNKNOWN,VENEZUELA,30
2010-06,Central-West,ARGENTINA,54
2010-06,Central-West,ARUBA,100
2010-06,Central-West,BOLÍVIA,476
2010-06,Central-West,CURAÇAO,32
2010-06,Central-West,ESTADOS UNIDOS DA AMÉRICA,2254
2010-06,Central-West,PORTO RICO,170
2010-06,Central-West,PORTUGAL,6330
2010-06,North,ESTADOS UNIDOS DA AMÉRICA,5938
2010-06,North,GUIANA,131
2010-06,North,GUIANA FRANCESA,466
2010-06,North,PANAMÁ,731
2010-06,North,SURINAME,1087
2010-06,Northeast,ALEMANHA,1479
2010-06,Northeast,ARGENTINA,911
2010-06,Northeast,BRASIL,292
2010-06,Northeast,CABO VERDE,281
2010-06,Northeast,ESTADOS UNIDOS DA AMÉRICA,5078
2010-06,Northeast,ITÁLIA,495
2010-06,Northeast,PORTUGAL,20514
2010-06,South,ARGENTINA,14453
2010-06,South,PARAGUAI,499
2010-06,South,PERU,591
2010-06,South,URUGUAI,6547
2010-06,Southeast,ALEMANHA,22952
2010-06,Southeast,ANGOLA,3879
2010-06,Southeast,ARGENTINA,88216
2010-06,Southeast,BARBADOS,8
2010-06,Southeast,BOLÍVIA,4498
2010-06,Southeast,BRASIL,1704
2010-06,Southeast,CANADÁ,5393
2010-06,Southeast,CHILE,25290
2010-06,Southeast,CHINA,802
2010-06,Southeast,COLÔMBIA,7382
2010-06,Southeast,COREIA DO SUL,1086
2010-06,Southeast,EMIRADOS ÁRABES UNIDOS,7206
2010-06,Southeast,ESPANHA,25652
2010-06,Southeast,ESTADOS UNIDOS DA AMÉRICA,119375
2010-06,Southeast,FRANÇA,42200
2010-06,Southeast,HOLANDA,8136
2010-06,Southeast,ISRAEL,2472
2010-06,Southeast,ITÁLIA,15483
2010-06,Southeast,JAPÃO,1084
2010-06,Southeast,MÉXICO,7339
2010-06,Southeast,NIGÉRIA,252
2010-06,Southeast,PANAMÁ,10326
2010-06,Southeast,PARAGUAI,10511
2010-06,Southeast,PERU,12427
2010-06,Southeast,PORTUGAL,29686
2010-06,Southeast,QATAR,754
2010-06,Southeast,REINO UNIDO,15372
2010-06,Southeast,SUÍÇA,6399
2010-06,Southeast,TURQUIA,2686
2010-06,Southeast,URUGUAI,16346
2010-06,Southeast,VENEZUELA,4239
2010-06,Southeast,ÁFRICA DO SUL,8838
2010-06,UNKNOWN,ARGENTINA,8688
2010-06,UNKNOWN,ARUBA,8
2010-06,UNKNOWN,BRASIL,575390
2010-06,UNKNOWN,CHILE,1649
2010-06,UNKNOWN,CHINA,923
2010-06,UNKNOWN,COREIA DO SUL,1603
2010-06,UNKNOWN,EMIRADOS ÁRABES UNIDOS,252
2010-06,UNKNOWN,ESPANHA,2604
2010-06,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2029
2010-06,UNKNOWN,GUIANA,86
2010-06,UNKNOWN,JAPÃO,50
2010-06,UNKNOWN,PARAGUAI,11117
2010-06,UNKNOWN,PERU,1895
2010-06,UNKNOWN,QATAR,301
2010-06,UNKNOWN,REINO UNIDO,3207
2010-06,UNKNOWN,REPÚBLICA DOMINICANA,255
2010-06,UNKNOWN,SURINAME,73
2010-06,UNKNOWN,VENEZUELA,63
2010-06,UNKNOWN,ÁFRICA DO SUL,261
2010-07,Central-West,ARGENTINA,662
2010-07,Central-West,ARUBA,67
2010-07,Central-West,BOLÍVIA,579
2010-07,Central-West,CURAÇAO,33
2010-07,Central-West,ESTADOS UNIDOS DA AMÉRICA,2938
2010-07,Central-West,PORTUGAL,7806
2010-07,North,ARGENTINA,1
2010-07,North,ESTADOS UNIDOS DA AMÉRICA,6460
2010-07,North,GUIANA,163
2010-07,North,GUIANA FRANCESA,1133
2010-07,North,PANAMÁ,1303
2010-07,North,SURINAME,1129
2010-07,Northeast,ALEMANHA,2088
2010-07,Northeast,ARGENTINA,2273
2010-07,Northeast,CABO VERDE,640
2010-07,Northeast,ESPANHA,1299
2010-07,Northeast,ESTADOS UNIDOS DA AMÉRICA,6911
2010-07,Northeast,ITÁLIA,1536
2010-07,Northeast,PORTUGAL,27336
2010-07,Northeast,URUGUAI,165
2010-07,South,ARGENTINA,17229
2010-07,South,BRASIL,135
2010-07,South,PARAGUAI,914
2010-07,South,PERU,906
2010-07,South,URUGUAI,6942
2010-07,Southeast,ALEMANHA,25280
2010-07,Southeast,ANGOLA,4677
2010-07,Southeast,ARGENTINA,115644
2010-07,Southeast,BARBADOS,390
2010-07,Southeast,BOLÍVIA,6528
2010-07,Southeast,BRASIL,1536
2010-07,Southeast,CANADÁ,6237
2010-07,Southeast,CHILE,35806
2010-07,Southeast,CHINA,930
2010-07,Southeast,COLÔMBIA,8562
2010-07,Southeast,COREIA DO SUL,1299
2010-07,Southeast,EMIRADOS ÁRABES UNIDOS,7798
2010-07,Southeast,ESPANHA,30245
2010-07,Southeast,ESTADOS UNIDOS DA AMÉRICA,135650
2010-07,Southeast,FRANÇA,48784
2010-07,Southeast,HOLANDA,9035
2010-07,Southeast,ISRAEL,3002
2010-07,Southeast,ITÁLIA,16430
2010-07,Southeast,JAPÃO,1860
2010-07,Southeast,MÉXICO,9985
2010-07,Southeast,PANAMÁ,15566
2010-07,Southeast,PARAGUAI,10779
2010-07,Southeast,PERU,16676
2010-07,Southeast,PORTUGAL,39836
2010-07,Southeast,QATAR,4716
2010-07,Southeast,REINO UNIDO,18400
2010-07,Southeast,SUÍÇA,6823
2010-07,Southeast,TURQUIA,3063
2010-07,Southeast,URUGUAI,16925
2010-07,Southeast,VENEZUELA,6202
2010-07,Southeast,ÁFRICA DO SUL,11723
2010-07,UNKNOWN,ARGENTINA,13902
2010-07,UNKNOWN,ARUBA,33
2010-07,UNKNOWN,BOLÍVIA,630
2010-07,UNKNOWN,BRASIL,727544
2010-07,UNKNOWN,CHILE,1921
2010-07,UNKNOWN,CHINA,909
2010-07,UNKNOWN,COREIA DO SUL,1733
2010-07,UNKNOWN,ESPANHA,1082
2010-07,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2239
2010-07,UNKNOWN,GUIANA,88
2010-07,UNKNOWN,ITÁLIA,744
2010-07,UNKNOWN,PARAGUAI,7062
2010-07,UNKNOWN,QATAR,1393
2010-07,UNKNOWN,REINO UNIDO,3501
2010-07,UNKNOWN,REPÚBLICA DOMINICANA,62
2010-07,UNKNOWN,SURINAME,45
2010-07,UNKNOWN,VENEZUELA,139
2010-08,Central-West,ARGENTINA,421
2010-08,Central-West,ARUBA,47
2010-08,Central-West,BOLÍVIA,371
2010-08,Central-West,CURAÇAO,8
2010-08,Central-West,ESTADOS UNIDOS DA AMÉRICA,2299
2010-08,Central-West,PERU,733
2010-08,Central-West,PORTUGAL,6680
2010-08,North,ARGENTINA,1
2010-08,North,ESTADOS UNIDOS DA AMÉRICA,5451
2010-08,North,GUIANA,211
2010-08,North,GUIANA FRANCESA,725
2010-08,North,MÉXICO,5
2010-08,North,PANAMÁ,986
2010-08,North,REPÚBLICA DOMINICANA,1
2010-08,North,SURINAME,1144
2010-08,Northeast,ALEMANHA,2315
2010-08,Northeast,ARGENTINA,1981
2010-08,Northeast,BRASIL,39
2010-08,Northeast,CABO VERDE,1159
2010-08,Northeast,ESPANHA,1525
2010-08,Northeast,ESTADOS UNIDOS DA AMÉRICA,4633
2010-08,Northeast,ITÁLIA,2595
2010-08,Northeast,PORTUGAL,23424
2010-08,South,ARGENTINA,18594
2010-08,South,BRASIL,90
2010-08,South,ESTADOS UNIDOS DA AMÉRICA,0
2010-08,South,PARAGUAI,1013
2010-08,South,PERU,883
2010-08,South,URUGUAI,7307
2010-08,Southeast,ALEMANHA,26543
2010-08,Southeast,ANGOLA,4721
2010-08,Southeast,ARGENTINA,110055
2010-08,Southeast,BARBADOS,45
2010-08,Southeast,BOLÍVIA,6731
2010-08,Southeast,BRASIL,801
2010-08,Southeast,CANADÁ,5963
2010-08,Southeast,CHILE,35742
2010-08,Southeast,CHINA,783
2010-08,Southeast,COLÔMBIA,8601
2010-08,Southeast,COREIA DO SUL,1301
2010-08,Southeast,EMIRADOS ÁRABES UNIDOS,7505
2010-08,Southeast,ESPANHA,27316
2010-08,Southeast,ESTADOS UNIDOS DA AMÉRICA,127753
2010-08,Southeast,FRANÇA,40414
2010-08,Southeast,HOLANDA,8365
2010-08,Southeast,ILHAS CANÁRIAS,252
2010-08,Southeast,ISRAEL,2942
2010-08,Southeast,ITÁLIA,14357
2010-08,Southeast,JAPÃO,1842
2010-08,Southeast,MÉXICO,8087
2010-08,Southeast,PANAMÁ,13844
2010-08,Southeast,PARAGUAI,12702
2010-08,Southeast,PERU,18151
2010-08,Southeast,PORTUGAL,36996
2010-08,Southeast,QATAR,5400
2010-08,Southeast,REINO UNIDO,17758
2010-08,Southeast,REPÚBLICA DOMINICANA,248
2010-08,Southeast,SUÍÇA,6436
2010-08,Southeast,TURQUIA,2901
2010-08,Southeast,URUGUAI,17475
2010-08,Southeast,VENEZUELA,7057
2010-08,Southeast,ÁFRICA DO SUL,6604
2010-08,UNKNOWN,ARGENTINA,13218
2010-08,UNKNOWN,ARUBA,105
2010-08,UNKNOWN,BOLÍVIA,560
2010-08,UNKNOWN,BRASIL,659610
2010-08,UNKNOWN,CHILE,1892
2010-08,UNKNOWN,CHINA,822
2010-08,UNKNOWN,COREIA DO SUL,1625
2010-08,UNKNOWN,ESPANHA,1233
2010-08,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2040
2010-08,UNKNOWN,GUIANA,142
2010-08,UNKNOWN,PARAGUAI,6470
2010-08,UNKNOWN,PERU,47
2010-08,UNKNOWN,QATAR,1051
2010-08,UNKNOWN,REINO UNIDO,3642
2010-08,UNKNOWN,REPÚBLICA DOMINICANA,1437
2010-08,UNKNOWN,SURINAME,76
2010-08,UNKNOWN,URUGUAI,105
2010-08,UNKNOWN,VENEZUELA,462
2010-09,Central-West,ARGENTINA,153
2010-09,Central-West,ARUBA,116
2010-09,Central-West,BOLÍVIA,645
2010-09,Central-West,CURAÇAO,28
2010-09,Central-West,ESTADOS UNIDOS DA AMÉRICA,1941
2010-09,Central-West,PERU,1228
2010-09,Central-West,PORTUGAL,6776
2010-09,North,ARGENTINA,1
2010-09,North,ESTADOS UNIDOS DA AMÉRICA,5455
2010-09,North,GUIANA,191
2010-09,North,GUIANA FRANCESA,402
2010-09,North,PANAMÁ,753
2010-09,North,SURINAME,1124
2010-09,Northeast,ALEMANHA,2177
2010-09,Northeast,ARGENTINA,3025
2010-09,Northeast,CABO VERDE,483
2010-09,Northeast,ESPANHA,1117
2010-09,Northeast,ESTADOS UNIDOS DA AMÉRICA,3016
2010-09,Northeast,ITÁLIA,1141
2010-09,Northeast,PORTUGAL,19344
2010-09,Northeast,REINO UNIDO,644
2010-09,Northeast,URUGUAI,796
2010-09,South,ARGENTINA,18109
2010-09,South,PARAGUAI,664
2010-09,South,PERU,739
2010-09,South,URUGUAI,7337
2010-09,Southeast,ALEMANHA,26809
2010-09,Southeast,ANGOLA,4114
2010-09,Southeast,ARGENTINA,98590
2010-09,Southeast,BARBADOS,40
2010-09,Southeast,BOLÍVIA,5481
2010-09,Southeast,BRASIL,451
2010-09,Southeast,CANADÁ,5822
2010-09,Southeast,CHILE,34225
2010-09,Southeast,CHINA,963
2010-09,Southeast,COLÔMBIA,8398
2010-09,Southeast,COREIA DO SUL,1016
2010-09,Southeast,EMIRADOS ÁRABES UNIDOS,6275
2010-09,Southeast,ESPANHA,26935
2010-09,Southeast,ESTADOS UNIDOS DA AMÉRICA,121042
2010-09,Southeast,FRANÇA,41555
2010-09,Southeast,HOLANDA,8458
2010-09,Southeast,ISRAEL,2214
2010-09,Southeast,ITÁLIA,14259
2010-09,Southeast,JAPÃO,1840
2010-09,Southeast,MÉXICO,6624
2010-09,Southeast,PANAMÁ,13876
2010-09,Southeast,PARAGUAI,10835
2010-09,Southeast,PERU,15104
2010-09,Southeast,PORTUGAL,34922
2010-09,Southeast,QATAR,4263
2010-09,Southeast,REINO UNIDO,18417
2010-09,Southeast,SUÍÇA,6477
2010-09,Southeast,TURQUIA,3028
2010-09,Southeast,URUGUAI,17523
2010-09,Southeast,VENEZUELA,5175
2010-09,Southeast,ÁFRICA DO SUL,6548
2010-09,UNKNOWN,ARGENTINA,13345
2010-09,UNKNOWN,ARUBA,426
2010-09,UNKNOWN,BOLÍVIA,93
2010-09,UNKNOWN,BRASIL,655103
2010-09,UNKNOWN,CHILE,1833
2010-09,UNKNOWN,CHINA,943
2010-09,UNKNOWN,COREIA DO SUL,1924
2010-09,UNKNOWN,ESPANHA,2625
2010-09,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,1928
2010-09,UNKNOWN,GUIANA,107
2010-09,UNKNOWN,PARAGUAI,5805
2010-09,UNKNOWN,PERU,1600
2010-09,UNKNOWN,QATAR,1235
2010-09,UNKNOWN,REINO UNIDO,3883
2010-09,UNKNOWN,REPÚBLICA DOMINICANA,542
2010-09,UNKNOWN,SURINAME,69
2010-09,UNKNOWN,VENEZUELA,778
2010-10,Central-West,ARGENTINA,119
2010-10,Central-West,ARUBA,145
2010-10,Central-West,BOLÍVIA,599
2010-10,Central-West,BRASIL,74
2010-10,Central-West,CURAÇAO,45
2010-10,Central-West,ESTADOS UNIDOS DA AMÉRICA,2611
2010-10,Central-West,PERU,1221
2010-10,Central-West,PORTUGAL,6376
2010-10,North,ESTADOS UNIDOS DA AMÉRICA,6091
2010-10,North,GUIANA,128
2010-10,North,GUIANA FRANCESA,529
2010-10,North,PANAMÁ,826
2010-10,North,SURINAME,1061
2010-10,Northeast,ALEMANHA,2304
2010-10,Northeast,ARGENTINA,3154
2010-10,Northeast,CABO VERDE,533
2010-10,Northeast,ESPANHA,999
2010-10,Northeast,ESTADOS UNIDOS DA AMÉRICA,4347
2010-10,Northeast,ITÁLIA,1856
2010-10,Northeast,PORTUGAL,25285
2010-10,Northeast,URUGUAI,268
2010-10,South,ARGENTINA,16771
2010-10,South,BRASIL,211
2010-10,South,PARAGUAI,810
2010-10,South,PERU,826
2010-10,South,URUGUAI,6875
2010-10,Southeast,ALEMANHA,29772
2010-10,Southeast,ANGOLA,4050
2010-10,Southeast,ARGENTINA,100752
2010-10,Southeast,BARBADOS,135
2010-10,Southeast,BOLÍVIA,5094
2010-10,Southeast,BRASIL,1237
2010-10,Southeast,CANADÁ,5885
2010-10,Southeast,CHILE,33071
2010-10,Southeast,CHINA,986
2010-10,Southeast,COLÔMBIA,9194
2010-10,Southeast,COREIA DO SUL,1322
2010-10,Southeast,EMIRADOS ÁRABES UNIDOS,7297
2010-10,Southeast,ESPANHA,33412
2010-10,Southeast,ESTADOS UNIDOS DA AMÉRICA,134801
2010-10,Southeast,FRANÇA,50824
2010-10,Southeast,HOLANDA,9412
2010-10,Southeast,ISRAEL,3390
2010-10,Southeast,ITÁLIA,16426
2010-10,Southeast,MÉXICO,7008
2010-10,Southeast,PANAMÁ,16630
2010-10,Southeast,PARAGUAI,10213
2010-10,Southeast,PERU,16228
2010-10,Southeast,PORTUGAL,39243
2010-10,Southeast,QATAR,4423
2010-10,Southeast,REINO UNIDO,20099
2010-10,Southeast,REPÚBLICA DOMINICANA,35
2010-10,Southeast,SUÍÇA,6831
2010-10,Southeast,TURQUIA,3404
2010-10,Southeast,URUGUAI,20109
2010-10,Southeast,VENEZUELA,5884
2010-10,Southeast,ÁFRICA DO SUL,7906
2010-10,UNKNOWN,ARGENTINA,14624
2010-10,UNKNOWN,ARUBA,233
2010-10,UNKNOWN,BRASIL,676236
2010-10,UNKNOWN,CHILE,2593
2010-10,UNKNOWN,CHINA,959
2010-10,UNKNOWN,COREIA DO SUL,1476
2010-10,UNKNOWN,ESPANHA,3139
2010-10,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2012
2010-10,UNKNOWN,GUIANA,126
2010-10,UNKNOWN,PARAGUAI,7064
2010-10,UNKNOWN,PERU,1800
2010-10,UNKNOWN,QATAR,1952
2010-10,UNKNOWN,REINO UNIDO,4891
2010-10,UNKNOWN,REPÚBLICA DOMINICANA,243
2010-10,UNKNOWN,SURINAME,54
2010-10,UNKNOWN,VENEZUELA,509
2010-11,Central-West,ARGENTINA,114
2010-11,Central-West,ARUBA,181
2010-11,Central-West,BOLÍVIA,501
2010-11,Central-West,CURAÇAO,52
2010-11,Central-West,ESTADOS UNIDOS DA AMÉRICA,3628
2010-11,Central-West,PERU,1198
2010-11,Central-West,PORTUGAL,6468
2010-11,North,BRASIL,98
2010-11,North,ESTADOS UNIDOS DA AMÉRICA,5444
2010-11,North,GUIANA,137
2010-11,North,GUIANA FRANCESA,480
2010-11,North,PANAMÁ,938
2010-11,North,SURINAME,1319
2010-11,Northeast,ALEMANHA,2011
2010-11,Northeast,ARGENTINA,1934
2010-11,Northeast,BRASIL,330
2010-11,Northeast,CABO VERDE,537
2010-11,Northeast,ESPANHA,3250
2010-11,Northeast,ESTADOS UNIDOS DA AMÉRICA,4414
2010-11,Northeast,ILHAS CANÁRIAS,60
2010-11,Northeast,ITÁLIA,2614
2010-11,Northeast,PORTUGAL,22116
2010-11,South,ARGENTINA,16835
2010-11,South,PARAGUAI,674
2010-11,South,PERU,723
2010-11,South,URUGUAI,7576
2010-11,Southeast,ALEMANHA,25401
2010-11,Southeast,ANGOLA,3756
2010-11,Southeast,ARGENTINA,100186
2010-11,Southeast,BARBADOS,134
2010-11,Southeast,BOLÍVIA,5758
2010-11,Southeast,BRASIL,430
2010-11,Southeast,CANADÁ,5277
2010-11,Southeast,CHILE,33714
2010-11,Southeast,CHINA,934
2010-11,Southeast,COLÔMBIA,9593
2010-11,Southeast,COREIA DO SUL,1314
2010-11,Southeast,EMIRADOS ÁRABES UNIDOS,7035
2010-11,Southeast,ESPANHA,26837
2010-11,Southeast,ESTADOS UNIDOS DA AMÉRICA,129167
2010-11,Southeast,FRANÇA,43751
2010-11,Southeast,HOLANDA,8076
2010-11,Southeast,ISRAEL,3381
2010-11,Southeast,ITÁLIA,15397
2010-11,Southeast,MÉXICO,7407
2010-11,Southeast,PANAMÁ,15912
2010-11,Southeast,PARAGUAI,11346
2010-11,Southeast,PERU,16138
2010-11,Southeast,PORTUGAL,33857
2010-11,Southeast,QATAR,4279
2010-11,Southeast,REINO UNIDO,18100
2010-11,Southeast,SUÍÇA,6484
2010-11,Southeast,TURQUIA,2286
2010-11,Southeast,URUGUAI,20363
2010-11,Southeast,VENEZUELA,5870
2010-11,Southeast,ÁFRICA DO SUL,7222
2010-11,UNKNOWN,ARGENTINA,14027
2010-11,UNKNOWN,ARUBA,233
2010-11,UNKNOWN,BRASIL,595531
2010-11,UNKNOWN,CHILE,2887
2010-11,UNKNOWN,CHINA,738
2010-11,UNKNOWN,COREIA DO SUL,1385
2010-11,UNKNOWN,CURAÇAO,128
2010-11,UNKNOWN,ESPANHA,2543
2010-11,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,1790
2010-11,UNKNOWN,GUIANA,94
2010-11,UNKNOWN,PARAGUAI,7094
2010-11,UNKNOWN,PERU,1700
2010-11,UNKNOWN,QATAR,2066
2010-11,UNKNOWN,REINO UNIDO,4315
2010-11,UNKNOWN,REPÚBLICA DOMINICANA,194
2010-11,UNKNOWN,SURINAME,67
2010-11,UNKNOWN,TURQUIA,2
2010-11,UNKNOWN,VENEZUELA,509
2010-12,Central-West,ARGENTINA,161
2010-12,Central-West,ARUBA,119
2010-12,Central-West,BOLÍVIA,612
2010-12,Central-West,CURAÇAO,69
2010-12,Central-West,ESTADOS UNIDOS DA AMÉRICA,6604
2010-12,Central-West,PERU,1957
2010-12,Central-West,PORTUGAL,5995
2010-12,North,ESTADOS UNIDOS DA AMÉRICA,4904
2010-12,North,GUIANA,30
2010-12,North,GUIANA FRANCESA,846
2010-12,North,PANAMÁ,961
2010-12,North,SURINAME,1546
2010-12,North,VENEZUELA,1022
2010-12,Northeast,ALEMANHA,2471
2010-12,Northeast,ARGENTINA,2097
2010-12,Northeast,CABO VERDE,789
2010-12,Northeast,ESPANHA,2689
2010-12,Northeast,ESTADOS UNIDOS DA AMÉRICA,4372
2010-12,Northeast,ITÁLIA,3618
2010-12,Northeast,PORTUGAL,25294
2010-12,South,ARGENTINA,13841
2010-12,South,CHILE,32
2010-12,South,PARAGUAI,999
2010-12,South,PERU,881
2010-12,South,URUGUAI,7724
2010-12,Southeast,ALEMANHA,25778
2010-12,Southeast,ANGOLA,5931
2010-12,Southeast,ARGENTINA,94511
2010-12,Southeast,BARBADOS,79
2010-12,Southeast,BOLÍVIA,8767
2010-12,Southeast,BRASIL,208
2010-12,Southeast,CANADÁ,7922
2010-12,Southeast,CHILE,30891
2010-12,Southeast,CHINA,623
2010-12,Southeast,COLÔMBIA,8759
2010-12,Southeast,COREIA DO SUL,1209
2010-12,Southeast,EMIRADOS ÁRABES UNIDOS,8920
2010-12,Southeast,ESPANHA,27333
2010-12,Southeast,ESTADOS UNIDOS DA AMÉRICA,136269
2010-12,Southeast,FRANÇA,45422
2010-12,Southeast,HOLANDA,7731
2010-12,Southeast,ISRAEL,2801
2010-12,Southeast,ITÁLIA,15400
2010-12,Southeast,MÉXICO,7903
2010-12,Southeast,PANAMÁ,15040
2010-12,Southeast,PARAGUAI,10135
2010-12,Southeast,PERU,15945
2010-12,Southeast,PORTUGAL,33689
2010-12,Southeast,QATAR,4986
2010-12,Southeast,REINO UNIDO,16602
2010-12,Southeast,REPÚBLICA DOMINICANA,220
2010-12,Southeast,SUÍÇA,6687
2010-12,Southeast,TURQUIA,2223
2010-12,Southeast,URUGUAI,19565
2010-12,Southeast,VENEZUELA,4489
2010-12,Southeast,ÁFRICA DO SUL,9397
2010-12,UNKNOWN,ARGENTINA,17743
2010-12,UNKNOWN,ARUBA,413
2010-12,UNKNOWN,BOLÍVIA,1650
2010-12,UNKNOWN,BRASIL,741525
2010-12,UNKNOWN,CHILE,2161
2010-12,UNKNOWN,CHINA,975
2010-12,UNKNOWN,COLÔMBIA,1961
2010-12,UNKNOWN,COREIA DO SUL,1549
2010-12,UNKNOWN,ESPANHA,3113
2010-12,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,1900
2010-12,UNKNOWN,FRANÇA,162
2010-12,UNKNOWN,GUIANA,24
2010-12,UNKNOWN,ITÁLIA,264
2010-12,UNKNOWN,PANAMÁ,1966
2010-12,UNKNOWN,PARAGUAI,9487
2010-12,UNKNOWN,PERU,1700
2010-12,UNKNOWN,QATAR,1563
2010-12,UNKNOWN,REINO UNIDO,3817
2010-12,UNKNOWN,REPÚBLICA DOMINICANA,496
2010-12,UNKNOWN,SURINAME,32
2010-12,UNKNOWN,URUGUAI,193
2010-12,UNKNOWN,VENEZUELA,889
2011-01,Central-West,ARGENTINA,368
2011-01,Central-West,ARUBA,28
2011-01,Central-West,BOLÍVIA,494
2011-01,Central-West,CURAÇAO,18
2011-01,Central-West,ESTADOS UNIDOS DA AMÉRICA,9561
2011-01,Central-West,PERU,2888
2011-01,Central-West,PORTUGAL,6377
2011-01,North,COLÔMBIA,353
2011-01,North,ESTADOS UNIDOS DA AMÉRICA,6810
2011-01,North,GUIANA,63
2011-01,North,GUIANA FRANCESA,586
2011-01,North,PANAMÁ,1623
2011-01,North,REPÚBLICA DOMINICANA,1
2011-01,North,SURINAME,1261
2011-01,North,VENEZUELA,1086
2011-01,Northeast,ALEMANHA,2047
2011-01,Northeast,ARGENTINA,2644
2011-01,Northeast,BRASIL,129
2011-01,Northeast,CABO VERDE,586
2011-01,Northeast,ESPANHA,3313
2011-01,Northeast,ESTADOS UNIDOS DA AMÉRICA,4940
2011-01,Northeast,ITÁLIA,2280
2011-01,Northeast,LIBÉRIA,100
2011-01,Northeast,PORTUGAL,24085
2011-01,South,ARGENTINA,24616
2011-01,South,CHILE,1114
2011-01,South,PARAGUAI,1511
2011-01,South,PERU,2280
2011-01,South,URUGUAI,14210
2011-01,Southeast,ALEMANHA,25795
2011-01,Southeast,ANGOLA,3829
2011-01,Southeast,ARGENTINA,138138
2011-01,Southeast,BARBADOS,760
2011-01,Southeast,BOLÍVIA,9470
2011-01,Southeast,BRASIL,405
2011-01,Southeast,CANADÁ,8685
2011-01,Southeast,CHILE,45791
2011-01,Southeast,CHINA,908
2011-01,Southeast,COLÔMBIA,15714
2011-01,Southeast,COREIA DO SUL,1389
2011-01,Southeast,EMIRADOS ÁRABES UNIDOS,7841
2011-01,Southeast,ESPANHA,31126
