year_month,destination_region,origin_region,arriving_passengers
2014-02,South,Northeast,10116
2014-02,South,South,238010
2014-02,South,Southeast,670642
2014-02,Southeast,Central-West,489483
2014-02,Southeast,North,83237
2014-02,Southeast,Northeast,733977
2014-02,Southeast,South,634403
2014-02,Southeast,Southeast,1610083
2014-03,Central-West,Central-West,143084
2014-03,Central-West,North,108098
2014-03,Central-West,Northeast,200145
2014-03,Central-West,South,56808
2014-03,Central-West,Southeast,516846
2014-03,North,Central-West,107973
2014-03,North,North,220845
2014-03,North,Northeast,40702
2014-03,North,South,1530
2014-03,North,Southeast,80561
2014-03,Northeast,Central-West,182027
2014-03,Northeast,North,35879
2014-03,Northeast,Northeast,412975
2014-03,Northeast,South,7506
2014-03,Northeast,Southeast,733829
2014-03,South,Central-West,55939
2014-03,South,North,1377
2014-03,South,Northeast,7604
2014-03,South,South,247515
2014-03,South,Southeast,681160
2014-03,Southeast,Central-West,508137
2014-03,Southeast,North,83300
2014-03,Southeast,Northeast,779677
2014-03,Southeast,South,696907
2014-03,Southeast,Southeast,1690173
2014-04,Central-West,Central-West,162324
2014-04,Central-West,North,111252
2014-04,Central-West,Northeast,179314
2014-04,Central-West,South,55948
2014-04,Central-West,Southeast,544129
2014-04,North,Central-West,111608
2014-04,North,North,236967
2014-04,North,Northeast,39558
2014-04,North,South,1444
2014-04,North,Southeast,80553
2014-04,Northeast,Central-West,173943
2014-04,Northeast,North,39444
2014-04,Northeast,Northeast,421415
2014-04,Northeast,South,7743
2014-04,Northeast,Southeast,708448
2014-04,South,Central-West,57341
2014-04,South,North,1368
2014-04,South,Northeast,7726
2014-04,South,South,239778
2014-04,South,Southeast,707044
2014-04,Southeast,Central-West,549428
2014-04,Southeast,North,83485
2014-04,Southeast,Northeast,708729
2014-04,Southeast,South,707490
2014-04,Southeast,Southeast,1743647
2014-05,Central-West,Central-West,169551
2014-05,Central-West,North,117581
2014-05,Central-West,Northeast,175652
2014-05,Central-West,South,57393
2014-05,Central-West,Southeast,558034
2014-05,North,Central-West,117670
2014-05,North,North,234769
2014-05,North,Northeast,38574
2014-05,North,South,1511
2014-05,North,Southeast,81454
2014-05,Northeast,Central-West,168762
2014-05,Northeast,North,38793
2014-05,Northeast,Northeast,432661
2014-05,Northeast,South,6785
2014-05,Northeast,Southeast,689080
2014-05,South,Central-West,58380
2014-05,South,North,1463
2014-05,South,Northeast,7372
2014-05,South,South,238209
2014-05,South,Southeast,708850
2014-05,Southeast,Central-West,560663
2014-05,Southeast,North,84995
2014-05,Southeast,Northeast,701706
2014-05,Southeast,South,712566
2014-05,Southeast,Southeast,1738601
2014-06,Central-West,Central-West,155130
2014-06,Central-West,North,106230
2014-06,Central-West,Northeast,168305
2014-06,Central-West,South,54101
2014-06,Central-West,Southeast,538632
2014-06,North,Central-West,110639
2014-06,North,North,235334
2014-06,North,Northeast,40457
2014-06,North,South,799
2014-06,North,Southeast,81280
2014-06,Northeast,Central-West,185722
2014-06,Northeast,North,44654
2014-06,Northeast,Northeast,445859
2014-06,Northeast,South,9318
2014-06,Northeast,Southeast,773090
2014-06,South,Central-West,58548
2014-06,South,North,1066
2014-06,South,Northeast,9108
2014-06,South,South,213826
2014-06,South,Southeast,590626
2014-06,Southeast,Central-West,511839
2014-06,Southeast,North,79844
2014-06,Southeast,Northeast,657972
2014-06,Southeast,South,577144
2014-06,Southeast,Southeast,1592944
2014-07,Central-West,Central-West,168318
2014-07,Central-West,North,132567
2014-07,Central-West,Northeast,215745
2014-07,Central-West,South,63196
2014-07,Central-West,Southeast,591253
2014-07,North,Central-West,129645
2014-07,North,North,278120
2014-07,North,Northeast,50585
2014-07,North,South,1773
2014-07,North,Southeast,93310
2014-07,Northeast,Central-West,204896
2014-07,Northeast,North,51809
2014-07,Northeast,Northeast,463981
2014-07,Northeast,South,12336
2014-07,Northeast,Southeast,798379
2014-07,South,Central-West,64082
2014-07,South,North,2010
2014-07,South,Northeast,12489
2014-07,South,South,240747
2014-07,South,Southeast,681474
2014-07,Southeast,Central-West,608315
2014-07,Southeast,North,99238
2014-07,Southeast,Northeast,856597
2014-07,Southeast,South,713227
2014-07,Southeast,Southeast,1782387
2014-08,Central-West,Central-West,177209
2014-08,Central-West,North,121551
2014-08,Central-West,Northeast,200189
2014-08,Central-West,South,57561
2014-08,Central-West,Southeast,560557
2014-08,North,Central-West,122130
2014-08,North,North,254411
2014-08,North,Northeast,48397
2014-08,North,South,1685
2014-08,North,Southeast,89503
2014-08,Northeast,Central-West,187068
2014-08,Northeast,North,45464
2014-08,Northeast,Northeast,444009
2014-08,Northeast,South,10486
2014-08,Northeast,Southeast,713893
2014-08,South,Central-West,62814
2014-08,South,North,1858
2014-08,South,Northeast,11601
2014-08,South,South,234787
2014-08,South,Southeast,721368
2014-08,Southeast,Central-West,568465
2014-08,Southeast,North,90741
2014-08,Southeast,Northeast,747451
2014-08,Southeast,South,716432
2014-08,Southeast,Southeast,1836848
2014-09,Central-West,Central-West,165085
2014-09,Central-West,North,110203
2014-09,Central-West,Northeast,182036
2014-09,Central-West,South,56190
2014-09,Central-West,Southeast,551669
2014-09,North,Central-West,111806
2014-09,North,North,236528
2014-09,North,Northeast,42749
2014-09,North,South,1232
2014-09,North,Southeast,83682
2014-09,Northeast,Central-West,180964
2014-09,Northeast,North,41843
2014-09,Northeast,Northeast,430338
2014-09,Northeast,South,9854
2014-09,Northeast,Southeast,722254
2014-09,South,Central-West,58404
2014-09,South,North,1365
2014-09,South,Northeast,10310
2014-09,South,South,231159
2014-09,South,Southeast,697893
2014-09,Southeast,Central-West,546068
2014-09,Southeast,North,85525
2014-09,Southeast,Northeast,708000
2014-09,Southeast,South,700836
2014-09,Southeast,Southeast,1830149
2014-10,Central-West,Central-West,177691
2014-10,Central-West,North,120855
2014-10,Central-West,Northeast,201494
2014-10,Central-West,South,58579
2014-10,Central-West,Southeast,568951
2014-10,North,Central-West,117423
2014-10,North,North,250739
2014-10,North,Northeast,45623
2014-10,North,South,1489
2014-10,North,Southeast,89255
2014-10,Northeast,Central-West,199244
2014-10,Northeast,North,45962
2014-10,Northeast,Northeast,473610
2014-10,Northeast,South,9608
2014-10,Northeast,Southeast,806683
2014-10,South,Central-West,63244
2014-10,South,North,1392
2014-10,South,Northeast,10405
2014-10,South,South,267690
2014-10,South,Southeast,766623
2014-10,Southeast,Central-West,586129
2014-10,Southeast,North,93490
2014-10,Southeast,Northeast,808777
2014-10,Southeast,South,753248
2014-10,Southeast,Southeast,1941444
2014-11,Central-West,Central-West,173692
2014-11,Central-West,North,118728
2014-11,Central-West,Northeast,194269
2014-11,Central-West,South,58756
2014-11,Central-West,Southeast,570857
2014-11,North,Central-West,118309
2014-11,North,North,233328
2014-11,North,Northeast,44177
2014-11,North,South,1450
2014-11,North,Southeast,89815
2014-11,Northeast,Central-West,194260
2014-11,Northeast,North,45716
2014-11,Northeast,Northeast,450777
2014-11,Northeast,South,9593
2014-11,Northeast,Southeast,786701
2014-11,South,Central-West,61860
2014-11,South,North,1258
2014-11,South,Northeast,11462
2014-11,South,South,254519
2014-11,South,Southeast,757016
2014-11,Southeast,Central-West,567532
2014-11,Southeast,North,94528
2014-11,Southeast,Northeast,784222
2014-11,Southeast,South,750158
2014-11,Southeast,Southeast,1846440
2014-12,Central-West,Central-West,179277
2014-12,Central-West,North,136281
2014-12,Central-West,Northeast,187499
2014-12,Central-West,South,58760
2014-12,Central-West,Southeast,591208
2014-12,North,Central-West,125798
2014-12,North,North,257826
2014-12,North,Northeast,42369
2014-12,North,South,1781
2014-12,North,Southeast,96542
2014-12,Northeast,Central-West,241262
2014-12,Northeast,North,52922
2014-12,Northeast,Northeast,492971
2014-12,Northeast,South,24443
2014-12,Northeast,Southeast,1024212
2014-12,South,Central-West,64628
2014-12,South,North,1943
2014-12,South,Northeast,20383
2014-12,South,South,245199
2014-12,South,Southeast,794634
2014-12,Southeast,Central-West,613558
2014-12,Southeast,North,112905
2014-12,Southeast,Northeast,824755
2014-12,Southeast,South,767710
2014-12,Southeast,Southeast,1903915
2015-01,Central-West,Central-West,191678
2015-01,Central-West,North,131884
2015-01,Central-West,Northeast,267893
2015-01,Central-West,South,66073
2015-01,Central-West,Southeast,621650
2015-01,North,Central-West,134728
2015-01,North,North,248562
2015-01,North,Northeast,57128
2015-01,North,South,1900
2015-01,North,Southeast,115452
2015-01,Northeast,Central-West,242637
2015-01,Northeast,North,50665
2015-01,Northeast,Northeast,508665
2015-01,Northeast,South,29249
2015-01,Northeast,Southeast,1000641
2015-01,South,Central-West,61621
2015-01,South,North,1418
2015-01,South,Northeast,32329
2015-01,South,South,233947
2015-01,South,Southeast,772500
2015-01,Southeast,Central-West,584341
2015-01,Southeast,North,108916
2015-01,Southeast,Northeast,1073346
2015-01,Southeast,South,845143
2015-01,Southeast,Southeast,1942095
2015-02,Central-West,Central-West,148476
2015-02,Central-West,North,104916
2015-02,Central-West,Northeast,199737
2015-02,Central-West,South,50259
2015-02,Central-West,Southeast,476993
2015-02,North,Central-West,107573
2015-02,North,North,198835
2015-02,North,Northeast,42648
2015-02,North,South,1258
2015-02,North,Southeast,83288
2015-02,Northeast,Central-West,174803
2015-02,Northeast,North,36974
2015-02,Northeast,Northeast,387515
2015-02,Northeast,South,11513
2015-02,Northeast,Southeast,741508
2015-02,South,Central-West,54072
2015-02,South,North,913
2015-02,South,Northeast,14836
2015-02,South,South,207657
2015-02,South,Southeast,674402
2015-02,Southeast,Central-West,475965
2015-02,Southeast,North,83195
2015-02,Southeast,Northeast,820408
2015-02,Southeast,South,648331
2015-02,Southeast,Southeast,1584830
2015-03,Central-West,Central-West,171086
2015-03,Central-West,North,118994
2015-03,Central-West,Northeast,212329
2015-03,Central-West,South,56992
2015-03,Central-West,Southeast,526950
2015-03,North,Central-West,116206
2015-03,North,North,210175
2015-03,North,Northeast,32933
2015-03,North,South,1190
2015-03,North,Southeast,86505
2015-03,Northeast,Central-West,204273
2015-03,Northeast,North,30734
2015-03,Northeast,Northeast,417220
2015-03,Northeast,South,7595
2015-03,Northeast,Southeast,740520
2015-03,South,Central-West,61484
2015-03,South,North,944
2015-03,South,Northeast,9842
2015-03,South,South,238759
2015-03,South,Southeast,732134
2015-03,Southeast,Central-West,528887
2015-03,Southeast,North,87905
2015-03,Southeast,Northeast,779043
2015-03,Southeast,South,729231
2015-03,Southeast,Southeast,1740021
2015-04,Central-West,Central-West,179278
2015-04,Central-West,North,126335
2015-04,Central-West,Northeast,201073
2015-04,Central-West,South,60891
2015-04,Central-West,Southeast,557070
2015-04,North,Central-West,125415
2015-04,North,North,224703
2015-04,North,Northeast,33208
2015-04,North,South,1062
2015-04,North,Southeast,89858
2015-04,Northeast,Central-West,196679
2015-04,Northeast,North,33262
2015-04,Northeast,Northeast,422631
2015-04,Northeast,South,4761
2015-04,Northeast,Southeast,717016
2015-04,South,Central-West,62258
2015-04,South,North,687
2015-04,South,Northeast,5261
2015-04,South,South,237072
2015-04,South,Southeast,724655
2015-04,Southeast,Central-West,562250
2015-04,Southeast,North,90501
2015-04,Southeast,Northeast,732840
2015-04,Southeast,South,738983
2015-04,Southeast,Southeast,1780375
2015-05,Central-West,Central-West,170914
2015-05,Central-West,North,127709
2015-05,Central-West,Northeast,192543
2015-05,Central-West,South,62209
2015-05,Central-West,Southeast,544105
2015-05,North,Central-West,126714
2015-05,North,North,218672
2015-05,North,Northeast,34246
2015-05,North,South,988
2015-05,North,Southeast,92578
2015-05,Northeast,Central-West,191946
2015-05,Northeast,North,34521
2015-05,Northeast,Northeast,417040
2015-05,Northeast,South,4042
2015-05,Northeast,Southeast,706410
2015-05,South,Central-West,63291
2015-05,South,North,775
2015-05,South,Northeast,4676
2015-05,South,South,226272
2015-05,South,Southeast,716678
2015-05,Southeast,Central-West,542491
2015-05,Southeast,North,92783
2015-05,Southeast,Northeast,701712
2015-05,Southeast,South,725771
2015-05,Southeast,Southeast,1705801
2015-06,Central-West,Central-West,169180
2015-06,Central-West,North,127182
2015-06,Central-West,Northeast,196502
2015-06,Central-West,South,63932
2015-06,Central-West,Southeast,522949
2015-06,North,Central-West,125064
2015-06,North,North,225931
2015-06,North,Northeast,31994
2015-06,North,South,1039
2015-06,North,Southeast,92535
2015-06,Northeast,Central-West,207999
2015-06,Northeast,North,34391
2015-06,Northeast,Northeast,407500
2015-06,Northeast,South,3985
2015-06,Northeast,Southeast,726962
2015-06,South,Central-West,64224
2015-06,South,North,873
2015-06,South,Northeast,4405
2015-06,South,South,205282
2015-06,South,Southeast,685339
2015-06,Southeast,Central-West,505980
2015-06,Southeast,North,97175
2015-06,Southeast,Northeast,671312
2015-06,Southeast,South,679225
2015-06,Southeast,Southeast,1586950
2015-07,Central-West,Central-West,204143
2015-07,Central-West,North,151971
2015-07,Central-West,Northeast,254607
2015-07,Central-West,South,74405
2015-07,Central-West,Southeast,632122
2015-07,North,Central-West,155086
2015-07,North,North,263499
2015-07,North,Northeast,41968
2015-07,North,South,1520
2015-07,North,Southeast,117200
2015-07,Northeast,Central-West,261447
2015-07,Northeast,North,41195
2015-07,Northeast,Northeast,466682
2015-07,Northeast,South,10050
2015-07,Northeast,Southeast,883227
2015-07,South,Central-West,75605
2015-07,South,North,1013
2015-07,South,Northeast,7760
2015-07,South,South,222888
2015-07,South,Southeast,810200
2015-07,Southeast,Central-West,628252
2015-07,Southeast,North,116567
2015-07,Southeast,Northeast,864158
2015-07,Southeast,South,821381
2015-07,Southeast,Southeast,1873119
2015-08,Central-West,Central-West,176514
2015-08,Central-West,North,132002
2015-08,Central-West,Northeast,229802
2015-08,Central-West,South,70068
2015-08,Central-West,Southeast,540523
2015-08,North,Central-West,129256
2015-08,North,North,217670
2015-08,North,Northeast,37506
2015-08,North,South,1560
2015-08,North,Southeast,94525
2015-08,Northeast,Central-West,211413
2015-08,Northeast,North,34626
2015-08,Northeast,Northeast,416706
2015-08,Northeast,South,4275
2015-08,Northeast,Southeast,697516
2015-08,South,Central-West,73249
2015-08,South,North,1594
2015-08,South,Northeast,6985
2015-08,South,South,203826
2015-08,South,Southeast,717660
2015-08,Southeast,Central-West,554220
2015-08,Southeast,North,96033
2015-08,Southeast,Northeast,766038
2015-08,Southeast,South,718133
2015-08,Southeast,Southeast,1711011
2015-09,Central-West,Central-West,174803
2015-09,Central-West,North,126693
2015-09,Central-West,Northeast,216290
2015-09,Central-West,South,75878
2015-09,Central-West,Southeast,531698
2015-09,North,Central-West,125235
2015-09,North,North,222596
2015-09,North,Northeast,33393
2015-09,North,South,1348
2015-09,North,Southeast,93754
2015-09,Northeast,Central-West,215143
2015-09,Northeast,North,32364
2015-09,Northeast,Northeast,403855
2015-09,Northeast,South,2735
2015-09,Northeast,Southeast,682115
2015-09,South,Central-West,75876
2015-09,South,North,1511
2015-09,South,Northeast,4382
2015-09,South,South,218565
2015-09,South,Southeast,719854
2015-09,Southeast,Central-West,535436
2015-09,Southeast,North,93241
2015-09,Southeast,Northeast,671713
2015-09,Southeast,South,724662
2015-09,Southeast,Southeast,1708485
2015-10,Central-West,Central-West,173116
2015-10,Central-West,North,132489
2015-10,Central-West,Northeast,227335
2015-10,Central-West,South,79404
2015-10,Central-West,Southeast,530543
2015-10,North,Central-West,128525
2015-10,North,North,225922
2015-10,North,Northeast,30336
2015-10,North,South,1191
2015-10,North,Southeast,97617
2015-10,Northeast,Central-West,227641
2015-10,Northeast,North,31951
2015-10,Northeast,Northeast,412161
2015-10,Northeast,South,3097
2015-10,Northeast,Southeast,713410
2015-10,South,Central-West,81024
2015-10,South,North,1514
2015-10,South,Northeast,3689
2015-10,South,South,225696
2015-10,South,Southeast,758047
2015-10,Southeast,Central-West,546473
2015-10,Southeast,North,99273
2015-10,Southeast,Northeast,714420
2015-10,Southeast,South,741158
2015-10,Southeast,Southeast,1773133
2015-11,Central-West,Central-West,166862
2015-11,Central-West,North,126245
2015-11,Central-West,Northeast,211605
2015-11,Central-West,South,77842
2015-11,Central-West,Southeast,511852
2015-11,North,Central-West,123000
2015-11,North,North,199898
2015-11,North,Northeast,30930
2015-11,North,South,965
2015-11,North,Southeast,94256
2015-11,Northeast,Central-West,211165
2015-11,Northeast,North,31050
2015-11,Northeast,Northeast,403622
2015-11,Northeast,South,2793
2015-11,Northeast,Southeast,682603
2015-11,South,Central-West,77209
2015-11,South,North,1369
2015-11,South,Northeast,3816
2015-11,South,South,216650
2015-11,South,Southeast,735354
2015-11,Southeast,Central-West,514089
2015-11,Southeast,North,94701
2015-11,Southeast,Northeast,679710
2015-11,Southeast,South,737442
2015-11,Southeast,Southeast,1676870
2015-12,Central-West,Central-West,182160
2015-12,Central-West,North,143365
2015-12,Central-West,Northeast,208929
2015-12,Central-West,South,80918
2015-12,Central-West,Southeast,553103
2015-12,North,Central-West,126419
2015-12,North,North,220668
2015-12,North,Northeast,31930
2015-12,North,South,1130
2015-12,North,Southeast,101662
2015-12,Northeast,Central-West,281417
2015-12,Northeast,North,39499
2015-12,Northeast,Northeast,478989
2015-12,Northeast,South,9701
2015-12,Northeast,Southeast,943912
2015-12,South,Central-West,84817
2015-12,South,North,1755
2015-12,South,Northeast,8913
2015-12,South,South,215816
2015-12,South,Southeast,773155
2015-12,Southeast,Central-West,579892
2015-12,Southeast,North,112636
2015-12,Southeast,Northeast,774046
2015-12,Southeast,South,741872
2015-12,Southeast,Southeast,1771874
2016-01,Central-West,Central-West,181365
2016-01,Central-West,North,136166
2016-01,Central-West,Northeast,305366
2016-01,Central-West,South,83576
2016-01,Central-West,Southeast,572911
2016-01,North,Central-West,138958
2016-01,North,North,223700
2016-01,North,Northeast,39631
2016-01,North,South,1866
2016-01,North,Southeast,116674
2016-01,Northeast,Central-West,275382
2016-01,Northeast,North,36688
2016-01,Northeast,Northeast,515855
2016-01,Northeast,South,12592
2016-01,Northeast,Southeast,996435
2016-01,South,Central-West,73915
2016-01,South,North,1541
2016-01,South,Northeast,13606
2016-01,South,South,205735
2016-01,South,Southeast,725442
2016-01,Southeast,Central-West,541923
2016-01,Southeast,North,107809
2016-01,Southeast,Northeast,1053144
2016-01,Southeast,South,803688
2016-01,Southeast,Southeast,1726901
2016-02,Central-West,Central-West,143542
2016-02,Central-West,North,105810
2016-02,Central-West,Northeast,236448
2016-02,Central-West,South,61096
2016-02,Central-West,Southeast,441817
2016-02,North,Central-West,109898
2016-02,North,North,170961
2016-02,North,Northeast,29761
2016-02,North,South,510
2016-02,North,Southeast,87933
2016-02,Northeast,Central-West,200619
2016-02,Northeast,North,26881
2016-02,Northeast,Northeast,374516
2016-02,Northeast,South,5071
2016-02,Northeast,Southeast,709050
2016-02,South,Central-West,60906
2016-02,South,North,753
2016-02,South,Northeast,6270
2016-02,South,South,181369
2016-02,South,Southeast,662471
2016-02,Southeast,Central-West,446084
2016-02,Southeast,North,85690
2016-02,Southeast,Northeast,804070
2016-02,Southeast,South,643439
2016-02,Southeast,Southeast,1499434
2016-03,Central-West,Central-West,154619
2016-03,Central-West,North,116906
2016-03,Central-West,Northeast,203087
2016-03,Central-West,South,62341
2016-03,Central-West,Southeast,479378
2016-03,North,Central-West,112091
2016-03,North,North,166358
2016-03,North,Northeast,25950
2016-03,North,South,30
2016-03,North,Southeast,86733
2016-03,Northeast,Central-West,196342
2016-03,Northeast,North,25410
2016-03,Northeast,Northeast,347709
2016-03,Northeast,South,3239
2016-03,Northeast,Southeast,703465
2016-03,South,Central-West,64039
2016-03,South,North,479
2016-03,South,Northeast,3201
2016-03,South,South,188203
2016-03,South,Southeast,703392
2016-03,Southeast,Central-West,482380
2016-03,Southeast,North,85374
2016-03,Southeast,Northeast,722387
2016-03,Southeast,South,698840
2016-03,Southeast,Southeast,1545718
2016-04,Central-West,Central-West,156101
2016-04,Central-West,North,107956
2016-04,Central-West,Northeast,189482
2016-04,Central-West,South,59938
2016-04,Central-West,Southeast,461279
2016-04,North,Central-West,104270
2016-04,North,North,149160
2016-04,North,Northeast,22035
2016-04,North,South,46
2016-04,North,Southeast,79450
2016-04,Northeast,Central-West,186208
2016-04,Northeast,North,21440
2016-04,Northeast,Northeast,332779
2016-04,Northeast,South,3284
2016-04,Northeast,Southeast,654087
2016-04,South,Central-West,61219
2016-04,South,North,450
2016-04,South,Northeast,3829
2016-04,South,South,163104
2016-04,South,Southeast,669414
2016-04,Southeast,Central-West,471414
2016-04,Southeast,North,80370
2016-04,Southeast,Northeast,671549
2016-04,Southeast,South,674669
2016-04,Southeast,Southeast,1503772
2016-05,Central-West,Central-West,156735
2016-05,Central-West,North,113743
2016-05,Central-West,Northeast,194966
2016-05,Central-West,South,62103
2016-05,Central-West,Southeast,476827
2016-05,North,Central-West,115417
2016-05,North,North,152097
2016-05,North,Northeast,16837
2016-05,North,South,77
2016-05,North,Southeast,92785
2016-05,Northeast,Central-West,193969
2016-05,Northeast,North,16366
2016-05,Northeast,Northeast,316749
2016-05,Northeast,South,2581
2016-05,Northeast,Southeast,667513
2016-05,South,Central-West,58983
2016-05,South,North,501
2016-05,South,Northeast,3065
2016-05,South,South,137283
2016-05,South,Southeast,698606
2016-05,Southeast,Central-West,470455
2016-05,Southeast,North,92000
2016-05,Southeast,Northeast,662416
2016-05,Southeast,South,717679
2016-05,Southeast,Southeast,1522828
2016-06,Central-West,Central-West,153039
2016-06,Central-West,North,118324
2016-06,Central-West,Northeast,191752
2016-06,Central-West,South,55320
2016-06,Central-West,Southeast,470742
2016-06,North,Central-West,115830
2016-06,North,North,154106
2016-06,North,Northeast,16609
2016-06,North,South,27
2016-06,North,Southeast,95825
2016-06,Northeast,Central-West,205587
2016-06,Northeast,North,17553
2016-06,Northeast,Northeast,318172
2016-06,Northeast,South,2544
2016-06,Northeast,Southeast,701592
2016-06,South,Central-West,53416
2016-06,South,North,574
2016-06,South,Northeast,2563
2016-06,South,South,128262
2016-06,South,Southeast,671958
2016-06,Southeast,Central-West,466552
2016-06,Southeast,North,99647
2016-06,Southeast,Northeast,640242
2016-06,Southeast,South,666494
2016-06,Southeast,Southeast,1444176
2016-07,Central-West,Central-West,173443
2016-07,Central-West,North,130685
2016-07,Central-West,Northeast,232277
2016-07,Central-West,South,69123
2016-07,Central-West,Southeast,529863
2016-07,North,Central-West,133480
2016-07,North,North,160636
2016-07,North,Northeast,19716
2016-07,North,South,35
2016-07,North,Southeast,115416
2016-07,Northeast,Central-West,241247
2016-07,Northeast,North,19569
2016-07,Northeast,Northeast,351461
2016-07,Northeast,South,10060
2016-07,Northeast,Southeast,896839
2016-07,South,Central-West,67043
2016-07,South,North,652
2016-07,South,Northeast,9536
2016-07,South,South,146117
2016-07,South,Southeast,786789
2016-07,Southeast,Central-West,531826
2016-07,Southeast,North,114765
2016-07,Southeast,Northeast,882478
2016-07,Southeast,South,806053
2016-07,Southeast,Southeast,1651481
2016-08,Central-West,Central-West,156642
2016-08,Central-West,North,118808
2016-08,Central-West,Northeast,204717
2016-08,Central-West,South,59611
2016-08,Central-West,Southeast,496496
2016-08,North,Central-West,121293
2016-08,North,North,146585
2016-08,North,Northeast,18722
2016-08,North,South,28
2016-08,North,Southeast,97025
2016-08,Northeast,Central-West,190402
2016-08,Northeast,North,17646
2016-08,Northeast,Northeast,308849
2016-08,Northeast,South,3446
2016-08,Northeast,Southeast,668522
2016-08,South,Central-West,58763
2016-08,South,North,665
2016-08,South,Northeast,4079
2016-08,South,South,145192
2016-08,South,Southeast,747164
2016-08,Southeast,Central-West,495380
2016-08,Southeast,North,98361
2016-08,Southeast,Northeast,727418
2016-08,Southeast,South,734297
2016-08,Southeast,Southeast,1726011
2016-09,Central-West,Central-West,147400
2016-09,Central-West,North,113161
2016-09,Central-West,Northeast,175011
2016-09,Central-West,South,51906
2016-09,Central-West,Southeast,469386
2016-09,North,Central-West,115809
2016-09,North,North,144351
2016-09,North,Northeast,19958
2016-09,North,South,28
2016-09,North,Southeast,97068
2016-09,Northeast,Central-West,186176
2016-09,Northeast,North,20097
2016-09,Northeast,Northeast,312566
2016-09,Northeast,South,4223
2016-09,Northeast,Southeast,730219
2016-09,South,Central-West,50645
2016-09,South,North,527
2016-09,South,Northeast,4461
2016-09,South,South,158491
2016-09,South,Southeast,716020
2016-09,Southeast,Central-West,474481
2016-09,Southeast,North,95689
2016-09,Southeast,Northeast,696280
2016-09,Southeast,South,719429
2016-09,Southeast,Southeast,1549177
2016-10,Central-West,Central-West,148134
2016-10,Central-West,North,113210
2016-10,Central-West,Northeast,184846
2016-10,Central-West,South,52502
2016-10,Central-West,Southeast,489056
2016-10,North,Central-West,110421
2016-10,North,North,151257
2016-10,North,Northeast,22419
2016-10,North,South,9
2016-10,North,Southeast,94200
2016-10,Northeast,Central-West,183638
2016-10,Northeast,North,24116
2016-10,Northeast,Northeast,314190
2016-10,Northeast,South,4369
2016-10,Northeast,Southeast,734673
2016-10,South,Central-West,52481
2016-10,South,North,488
2016-10,South,Northeast,4643
2016-10,South,South,159814
2016-10,South,Southeast,734760
2016-10,Southeast,Central-West,495523
2016-10,Southeast,North,99155
2016-10,Southeast,Northeast,761883
2016-10,Southeast,South,728755
2016-10,Southeast,Southeast,1591700
2016-11,Central-West,Central-West,150425
2016-11,Central-West,North,117954
2016-11,Central-West,Northeast,184842
2016-11,Central-West,South,55395
2016-11,Central-West,Southeast,480369
2016-11,North,Central-West,114302
2016-11,North,North,156601
2016-11,North,Northeast,26034
2016-11,North,Southeast,95256
2016-11,Northeast,Central-West,181415
2016-11,Northeast,North,27346
2016-11,Northeast,Northeast,311112
2016-11,Northeast,South,4146
2016-11,Northeast,Southeast,719850
2016-11,South,Central-West,54526
2016-11,South,North,277
2016-11,South,Northeast,4279
2016-11,South,South,158153
2016-11,South,Southeast,745767
2016-11,Southeast,Central-West,479991
2016-11,Southeast,North,99090
2016-11,Southeast,Northeast,733655
2016-11,Southeast,South,743028
2016-11,Southeast,Southeast,1564935
2016-12,Central-West,Central-West,162339
2016-12,Central-West,North,132084
2016-12,Central-West,Northeast,175754
2016-12,Central-West,South,56849
2016-12,Central-West,Southeast,477482
2016-12,North,Central-West,120125
2016-12,North,North,182604
2016-12,North,Northeast,31218
2016-12,North,Southeast,95135
2016-12,Northeast,Central-West,225602
2016-12,Northeast,North,40729
2016-12,Northeast,Northeast,363242
2016-12,Northeast,South,10045
2016-12,Northeast,Southeast,990465
2016-12,South,Central-West,60973
2016-12,South,Northeast,8282
2016-12,South,South,168752
2016-12,South,Southeast,781488
2016-12,Southeast,Central-West,517935
2016-12,Southeast,North,106418
2016-12,Southeast,Northeast,826548
2016-12,Southeast,South,765820
2016-12,Southeast,Southeast,1635471
2017-01,Central-West,Central-West,162110
2017-01,Central-West,North,127972
2017-01,Central-West,Northeast,235558
2017-01,Central-West,South,64260
2017-01,Central-West,Southeast,517657
2017-01,North,Central-West,128833
2017-01,North,North,191959
2017-01,North,Northeast,46468
2017-01,North,Southeast,112131
2017-01,Northeast,Central-West,218677
2017-01,Northeast,North,41058
2017-01,Northeast,Northeast,412430
2017-01,Northeast,South,18967
2017-01,Northeast,Southeast,1049051
2017-01,South,Central-West,57038
2017-01,South,North,530
2017-01,South,Northeast,18207
2017-01,South,South,171119
2017-01,South,Southeast,771025
2017-01,Southeast,Central-West,480226
2017-01,Southeast,North,106419
2017-01,Southeast,Northeast,1101345
2017-01,Southeast,South,839688
2017-01,Southeast,Southeast,1656827
2017-02,Central-West,Central-West,133053
2017-02,Central-West,North,101588
2017-02,Central-West,Northeast,178158
2017-02,Central-West,South,50224
2017-02,Central-West,Southeast,403667
2017-02,North,Central-West,102677
2017-02,North,North,153568
2017-02,North,Northeast,30739
2017-02,North,Southeast,86619
2017-02,Northeast,Central-West,163880
2017-02,Northeast,North,29855
2017-02,Northeast,Northeast,307846
2017-02,Northeast,South,4053
2017-02,Northeast,Southeast,693809
