year_month,destination_region,origin_region,arriving_passengers
2006-12,Southeast,Central-West,247145
2006-12,Southeast,North,44795
2006-12,Southeast,Northeast,331430
2006-12,Southeast,South,288331
2006-12,Southeast,Southeast,806691
2007-01,Central-West,Central-West,71804
2007-01,Central-West,North,51508
2007-01,Central-West,Northeast,133828
2007-01,Central-West,South,33001
2007-01,Central-West,Southeast,255658
2007-01,North,Central-West,56988
2007-01,North,North,161272
2007-01,North,Northeast,26810
2007-01,North,South,701
2007-01,North,Southeast,40407
2007-01,Northeast,Central-West,114930
2007-01,Northeast,North,23115
2007-01,Northeast,Northeast,323078
2007-01,Northeast,South,10586
2007-01,Northeast,Southeast,442071
2007-01,South,Central-West,23340
2007-01,South,North,490
2007-01,South,Northeast,8395
2007-01,South,South,113540
2007-01,South,Southeast,296269
2007-01,Southeast,Central-West,219785
2007-01,Southeast,North,37642
2007-01,Southeast,Northeast,505034
2007-01,Southeast,South,332789
2007-01,Southeast,Southeast,848133
2007-02,Central-West,Central-West,62124
2007-02,Central-West,North,44906
2007-02,Central-West,Northeast,96601
2007-02,Central-West,South,25515
2007-02,Central-West,Southeast,202860
2007-02,North,Central-West,49144
2007-02,North,North,128106
2007-02,North,Northeast,20688
2007-02,North,South,300
2007-02,North,Southeast,33660
2007-02,Northeast,Central-West,82538
2007-02,Northeast,North,17730
2007-02,Northeast,Northeast,261960
2007-02,Northeast,South,7671
2007-02,Northeast,Southeast,334919
2007-02,South,Central-West,23967
2007-02,South,North,357
2007-02,South,Northeast,8348
2007-02,South,South,111442
2007-02,South,Southeast,280971
2007-02,Southeast,Central-West,201958
2007-02,Southeast,North,32054
2007-02,Southeast,Northeast,375691
2007-02,Southeast,South,278298
2007-02,Southeast,Southeast,784929
2007-03,Central-West,Central-West,76880
2007-03,Central-West,North,50294
2007-03,Central-West,Northeast,82393
2007-03,Central-West,South,28629
2007-03,Central-West,Southeast,239710
2007-03,North,Central-West,50402
2007-03,North,North,128027
2007-03,North,Northeast,16892
2007-03,North,South,377
2007-03,North,Southeast,32356
2007-03,Northeast,Central-West,80533
2007-03,Northeast,North,17412
2007-03,Northeast,Northeast,277635
2007-03,Northeast,South,8071
2007-03,Northeast,Southeast,313782
2007-03,South,Central-West,28876
2007-03,South,North,364
2007-03,South,Northeast,7844
2007-03,South,South,132555
2007-03,South,Southeast,335076
2007-03,Southeast,Central-West,242158
2007-03,Southeast,North,34294
2007-03,Southeast,Northeast,337310
2007-03,Southeast,South,334901
2007-03,Southeast,Southeast,989160
2007-04,Central-West,Central-West,84060
2007-04,Central-West,North,59716
2007-04,Central-West,Northeast,98407
2007-04,Central-West,South,33420
2007-04,Central-West,Southeast,264927
2007-04,North,Central-West,61020
2007-04,North,North,139710
2007-04,North,Northeast,20241
2007-04,North,South,340
2007-04,North,Southeast,38858
2007-04,Northeast,Central-West,99897
2007-04,Northeast,North,20832
2007-04,Northeast,Northeast,326566
2007-04,Northeast,South,5884
2007-04,Northeast,Southeast,347086
2007-04,South,Central-West,33360
2007-04,South,North,493
2007-04,South,Northeast,7299
2007-04,South,South,130820
2007-04,South,Southeast,342614
2007-04,Southeast,Central-West,265171
2007-04,Southeast,North,41193
2007-04,Southeast,Northeast,354267
2007-04,Southeast,South,344657
2007-04,Southeast,Southeast,998123
2007-05,Central-West,Central-West,88572
2007-05,Central-West,North,59870
2007-05,Central-West,Northeast,94817
2007-05,Central-West,South,35798
2007-05,Central-West,Southeast,270144
2007-05,North,Central-West,63513
2007-05,North,North,149943
2007-05,North,Northeast,21099
2007-05,North,South,439
2007-05,North,Southeast,39331
2007-05,Northeast,Central-West,93343
2007-05,Northeast,North,20959
2007-05,Northeast,Northeast,311269
2007-05,Northeast,South,6012
2007-05,Northeast,Southeast,315592
2007-05,South,Central-West,33208
2007-05,South,North,513
2007-05,South,Northeast,6796
2007-05,South,South,131242
2007-05,South,Southeast,344304
2007-05,Southeast,Central-West,267682
2007-05,Southeast,North,40425
2007-05,Southeast,Northeast,327329
2007-05,Southeast,South,354272
2007-05,Southeast,Southeast,1035715
2007-06,Central-West,Central-West,94724
2007-06,Central-West,North,62346
2007-06,Central-West,Northeast,94078
2007-06,Central-West,South,35398
2007-06,Central-West,Southeast,257747
2007-06,North,Central-West,63109
2007-06,North,North,157840
2007-06,North,Northeast,21168
2007-06,North,South,629
2007-06,North,Southeast,36230
2007-06,Northeast,Central-West,99151
2007-06,Northeast,North,23104
2007-06,Northeast,Northeast,305420
2007-06,Northeast,South,7020
2007-06,Northeast,Southeast,344530
2007-06,South,Central-West,33687
2007-06,South,North,551
2007-06,South,Northeast,7851
2007-06,South,South,123136
2007-06,South,Southeast,322920
2007-06,Southeast,Central-West,255042
2007-06,Southeast,North,39569
2007-06,Southeast,Northeast,322952
2007-06,Southeast,South,322100
2007-06,Southeast,Southeast,937872
2007-07,Central-West,Central-West,105803
2007-07,Central-West,North,69003
2007-07,Central-West,Northeast,112630
2007-07,Central-West,South,40997
2007-07,Central-West,Southeast,257319
2007-07,North,Central-West,71400
2007-07,North,North,178631
2007-07,North,Northeast,26730
2007-07,North,South,766
2007-07,North,Southeast,43552
2007-07,Northeast,Central-West,114059
2007-07,Northeast,North,26891
2007-07,Northeast,Northeast,306141
2007-07,Northeast,South,12950
2007-07,Northeast,Southeast,395698
2007-07,South,Central-West,37870
2007-07,South,North,743
2007-07,South,Northeast,11180
2007-07,South,South,115376
2007-07,South,Southeast,305962
2007-07,Southeast,Central-West,249800
2007-07,Southeast,North,45558
2007-07,Southeast,Northeast,405039
2007-07,Southeast,South,315062
2007-07,Southeast,Southeast,803910
2007-08,Central-West,Central-West,97637
2007-08,Central-West,North,58692
2007-08,Central-West,Northeast,85083
2007-08,Central-West,South,34871
2007-08,Central-West,Southeast,222282
2007-08,North,Central-West,60909
2007-08,North,North,149374
2007-08,North,Northeast,18461
2007-08,North,South,488
2007-08,North,Southeast,33391
2007-08,Northeast,Central-West,79503
2007-08,Northeast,North,17467
2007-08,Northeast,Northeast,255080
2007-08,Northeast,South,10520
2007-08,Northeast,Southeast,266507
2007-08,South,Central-West,35328
2007-08,South,North,632
2007-08,South,Northeast,8493
2007-08,South,South,111157
2007-08,South,Southeast,281335
2007-08,Southeast,Central-West,222941
2007-08,Southeast,North,36189
2007-08,Southeast,Northeast,293965
2007-08,Southeast,South,281320
2007-08,Southeast,Southeast,821120
2007-09,Central-West,Central-West,94895
2007-09,Central-West,North,59223
2007-09,Central-West,Northeast,89868
2007-09,Central-West,South,34254
2007-09,Central-West,Southeast,239328
2007-09,North,Central-West,63192
2007-09,North,North,146031
2007-09,North,Northeast,18324
2007-09,North,South,530
2007-09,North,Southeast,37131
2007-09,Northeast,Central-West,92183
2007-09,Northeast,North,18865
2007-09,Northeast,Northeast,257337
2007-09,Northeast,South,9523
2007-09,Northeast,Southeast,313693
2007-09,South,Central-West,36399
2007-09,South,North,647
2007-09,South,Northeast,9515
2007-09,South,South,110038
2007-09,South,Southeast,306667
2007-09,Southeast,Central-West,235128
2007-09,Southeast,North,38967
2007-09,Southeast,Northeast,313223
2007-09,Southeast,South,305908
2007-09,Southeast,Southeast,845001
2007-10,Central-West,Central-West,106734
2007-10,Central-West,North,72389
2007-10,Central-West,Northeast,104029
2007-10,Central-West,South,39742
2007-10,Central-West,Southeast,270661
2007-10,North,Central-West,74506
2007-10,North,North,161328
2007-10,North,Northeast,21868
2007-10,North,South,813
2007-10,North,Southeast,35472
2007-10,Northeast,Central-West,104128
2007-10,Northeast,North,22585
2007-10,Northeast,Northeast,276735
2007-10,Northeast,South,8152
2007-10,Northeast,Southeast,364010
2007-10,South,Central-West,40683
2007-10,South,North,841
2007-10,South,Northeast,9031
2007-10,South,South,142644
2007-10,South,Southeast,358098
2007-10,Southeast,Central-West,269638
2007-10,Southeast,North,37201
2007-10,Southeast,Northeast,368003
2007-10,Southeast,South,352293
2007-10,Southeast,Southeast,950048
2007-11,Central-West,Central-West,102771
2007-11,Central-West,North,70866
2007-11,Central-West,Northeast,102035
2007-11,Central-West,South,39273
2007-11,Central-West,Southeast,259603
2007-11,North,Central-West,69664
2007-11,North,North,152966
2007-11,North,Northeast,21096
2007-11,North,South,733
2007-11,North,Southeast,39694
2007-11,Northeast,Central-West,102208
2007-11,Northeast,North,21496
2007-11,Northeast,Northeast,273103
2007-11,Northeast,South,7944
2007-11,Northeast,Southeast,356389
2007-11,South,Central-West,40617
2007-11,South,North,826
2007-11,South,Northeast,9671
2007-11,South,South,139406
2007-11,South,Southeast,342250
2007-11,Southeast,Central-West,262057
2007-11,Southeast,North,42503
2007-11,Southeast,Northeast,365710
2007-11,Southeast,South,339788
2007-11,Southeast,Southeast,897296
2007-12,Central-West,Central-West,104692
2007-12,Central-West,North,83309
2007-12,Central-West,Northeast,99689
2007-12,Central-West,South,39911
2007-12,Central-West,Southeast,256947
2007-12,North,Central-West,72857
2007-12,North,North,177684
2007-12,North,Northeast,20172
2007-12,North,South,1001
2007-12,North,Southeast,44158
2007-12,Northeast,Central-West,137175
2007-12,Northeast,North,26796
2007-12,Northeast,Northeast,281907
2007-12,Northeast,South,11860
2007-12,Northeast,Southeast,476390
2007-12,South,Central-West,47423
2007-12,South,North,1345
2007-12,South,Northeast,12849
2007-12,South,South,129543
2007-12,South,Southeast,359734
2007-12,Southeast,Central-West,281386
2007-12,Southeast,North,53840
2007-12,Southeast,Northeast,371240
2007-12,Southeast,South,333011
2007-12,Southeast,Southeast,872692
2008-01,Central-West,Central-West,99970
2008-01,Central-West,North,68280
2008-01,Central-West,Northeast,146643
2008-01,Central-West,South,45796
2008-01,Central-West,Southeast,258743
2008-01,North,Central-West,72973
2008-01,North,North,176867
2008-01,North,Northeast,26960
2008-01,North,South,1065
2008-01,North,Southeast,47844
2008-01,Northeast,Central-West,134894
2008-01,Northeast,North,24202
2008-01,Northeast,Northeast,291169
2008-01,Northeast,South,12956
2008-01,Northeast,Southeast,480662
2008-01,South,Central-West,37769
2008-01,South,North,921
2008-01,South,Northeast,12202
2008-01,South,South,108884
2008-01,South,Southeast,315997
2008-01,Southeast,Central-West,233114
2008-01,Southeast,North,44403
2008-01,Southeast,Northeast,522781
2008-01,Southeast,South,356100
2008-01,Southeast,Southeast,847580
2008-02,Central-West,Central-West,89023
2008-02,Central-West,North,61086
2008-02,Central-West,Northeast,117062
2008-02,Central-West,South,37867
2008-02,Central-West,Southeast,226848
2008-02,North,Central-West,67489
2008-02,North,North,153061
2008-02,North,Northeast,21660
2008-02,North,South,671
2008-02,North,Southeast,41055
2008-02,Northeast,Central-West,94638
2008-02,Northeast,North,17321
2008-02,Northeast,Northeast,253664
2008-02,Northeast,South,10308
2008-02,Northeast,Southeast,351555
2008-02,South,Central-West,34923
2008-02,South,North,828
2008-02,South,Northeast,11759
2008-02,South,South,120291
2008-02,South,Southeast,321439
2008-02,Southeast,Central-West,217198
2008-02,Southeast,North,38768
2008-02,Southeast,Northeast,423955
2008-02,Southeast,South,320775
2008-02,Southeast,Southeast,804056
2008-03,Central-West,Central-West,97420
2008-03,Central-West,North,66796
2008-03,Central-West,Northeast,103332
2008-03,Central-West,South,40274
2008-03,Central-West,Southeast,260624
2008-03,North,Central-West,66527
2008-03,North,North,154277
2008-03,North,Northeast,19168
2008-03,North,South,651
2008-03,North,Southeast,41451
2008-03,Northeast,Central-West,100300
2008-03,Northeast,North,18840
2008-03,Northeast,Northeast,276081
2008-03,Northeast,South,8920
2008-03,Northeast,Southeast,364477
2008-03,South,Central-West,39625
2008-03,South,North,686
2008-03,South,Northeast,10925
2008-03,South,South,134177
2008-03,South,Southeast,354301
2008-03,Southeast,Central-West,259243
2008-03,Southeast,North,41497
2008-03,Southeast,Northeast,378270
2008-03,Southeast,South,359713
2008-03,Southeast,Southeast,925172
2008-04,Central-West,Central-West,105494
2008-04,Central-West,North,76321
2008-04,Central-West,Northeast,115756
2008-04,Central-West,South,42822
2008-04,Central-West,Southeast,289027
2008-04,North,Central-West,74616
2008-04,North,North,145043
2008-04,North,Northeast,18400
2008-04,North,South,567
2008-04,North,Southeast,43641
2008-04,Northeast,Central-West,117580
2008-04,Northeast,North,19031
2008-04,Northeast,Northeast,274167
2008-04,Northeast,South,7981
2008-04,Northeast,Southeast,344968
2008-04,South,Central-West,43924
2008-04,South,North,629
2008-04,South,Northeast,8975
2008-04,South,South,150033
2008-04,South,Southeast,374078
2008-04,Southeast,Central-West,290738
2008-04,Southeast,North,43406
2008-04,Southeast,Northeast,346359
2008-04,Southeast,South,380435
2008-04,Southeast,Southeast,1005570
2008-05,Central-West,Central-West,117722
2008-05,Central-West,North,84514
2008-05,Central-West,Northeast,127611
2008-05,Central-West,South,45868
2008-05,Central-West,Southeast,314256
2008-05,North,Central-West,83427
2008-05,North,North,154259
2008-05,North,Northeast,21563
2008-05,North,South,783
2008-05,North,Southeast,48282
2008-05,Northeast,Central-West,129190
2008-05,Northeast,North,21442
2008-05,Northeast,Northeast,302267
2008-05,Northeast,South,10103
2008-05,Northeast,Southeast,366343
2008-05,South,Central-West,46000
2008-05,South,North,888
2008-05,South,Northeast,11049
2008-05,South,South,156682
2008-05,South,Southeast,393048
2008-05,Southeast,Central-West,313594
2008-05,Southeast,North,48953
2008-05,Southeast,Northeast,376475
2008-05,Southeast,South,404320
2008-05,Southeast,Southeast,1050947
2008-06,Central-West,Central-West,103592
2008-06,Central-West,North,73755
2008-06,Central-West,Northeast,113223
2008-06,Central-West,South,41632
2008-06,Central-West,Southeast,292517
2008-06,North,Central-West,74606
2008-06,North,North,163412
2008-06,North,Northeast,18889
2008-06,North,South,676
2008-06,North,Southeast,42940
2008-06,Northeast,Central-West,116140
2008-06,Northeast,North,20692
2008-06,Northeast,Northeast,274637
2008-06,Northeast,South,9629
2008-06,Northeast,Southeast,359774
2008-06,South,Central-West,41723
2008-06,South,North,680
2008-06,South,Northeast,9086
2008-06,South,South,139477
2008-06,South,Southeast,349046
2008-06,Southeast,Central-West,278446
2008-06,Southeast,North,44226
2008-06,Southeast,Northeast,346923
2008-06,Southeast,South,352396
2008-06,Southeast,Southeast,1002009
2008-07,Central-West,Central-West,109155
2008-07,Central-West,North,75098
2008-07,Central-West,Northeast,130233
2008-07,Central-West,South,43935
2008-07,Central-West,Southeast,298642
2008-07,North,Central-West,77600
2008-07,North,North,161851
2008-07,North,Northeast,22324
2008-07,North,South,1057
2008-07,North,Southeast,45754
2008-07,Northeast,Central-West,136582
2008-07,Northeast,North,22659
2008-07,Northeast,Northeast,255008
2008-07,Northeast,South,13073
2008-07,Northeast,Southeast,414110
2008-07,South,Central-West,43241
2008-07,South,North,1089
2008-07,South,Northeast,12047
2008-07,South,South,130779
2008-07,South,Southeast,336632
2008-07,Southeast,Central-West,292130
2008-07,Southeast,North,45359
2008-07,Southeast,Northeast,413031
2008-07,Southeast,South,343947
2008-07,Southeast,Southeast,941116
2008-08,Central-West,Central-West,95205
2008-08,Central-West,North,69152
2008-08,Central-West,Northeast,104449
2008-08,Central-West,South,39359
2008-08,Central-West,Southeast,268107
2008-08,North,Central-West,69579
2008-08,North,North,137665
2008-08,North,Northeast,18125
2008-08,North,South,993
2008-08,North,Southeast,41620
2008-08,Northeast,Central-West,101621
2008-08,Northeast,North,18036
2008-08,Northeast,Northeast,241037
2008-08,Northeast,South,9148
2008-08,Northeast,Southeast,315081
2008-08,South,Central-West,42357
2008-08,South,North,1211
2008-08,South,Northeast,10434
2008-08,South,South,124396
2008-08,South,Southeast,343046
2008-08,Southeast,Central-West,269749
2008-08,Southeast,North,43298
2008-08,Southeast,Northeast,349082
